央视频道,#genre#
CCTV12-社会与法,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$IPV4『线路12』
CCTV13-新闻,https://smart.pendy.dpdns.org/Smart.php?id=cctv13$IPV4『线路1』
CCTV13-新闻,http://tvtj.jxwltx.com:8003/cctv13.m3u8$IPV4『线路2』
CCTV13-新闻,https://event.pull.hebtv.com/jishi/cp1.m3u8$IPV4『线路3』
CCTV13-新闻,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8$IPV4『线路4』
CCTV13-新闻,http://jwplay.hebyun.com.cn/live/cctv13/1500k/tzwj_video.m3u8$IPV4『线路5』
CCTV13-新闻,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226571/index.m3u8$IPV4『线路6』
CCTV13-新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8?$IPV4『线路7』
CCTV13-新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8$IPV4『线路8』
CCTV13-新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226571/index.m3u8$IPV4『线路9』
CCTV13-新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8$IPV4『线路10』
CCTV13-新闻,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226537/index.m3u8$IPV4『线路11』
CCTV13-新闻,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226011/index.m3u8$IPV4『线路12』
CCTV13-新闻,http://pull-skycorp.speedws.com/live/LGir9TM1r4L8cYYb8M6Yfwomw9o9lvl0awONsNRHYLWazSU1kmL.flv$IPV4『线路13』
CCTV13-新闻,http://124.238.251.36:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226316/.m3u8$IPV4『线路14』
CCTV13-新闻,http://z.b.bkpcp.top/m.php?id=cctv13$IPV4『线路15』
CCTV13-新闻,http://j.x.bkpcp.top/jx/CCTV13HD$IPV4『线路16』
CCTV13-新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8$IPV4『线路17』
CCTV13-新闻,https://event.pull.hebtv.com/jishi/cp1.m3u8$IPV4『线路18』
CCTV13-新闻,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8$IPV4『线路19』
CCTV13-新闻,http://jwplay.hebyun.com.cn/live/cctv13/1500k/tzwj_video.m3u8$IPV4『线路20』
CCTV14-少儿,https://smart.pendy.dpdns.org/Smart.php?id=cctv14$IPV4『线路1』
CCTV14-少儿,https://event.pull.hebtv.com/jishi/cp2.m3u8$IPV4『线路2』
CCTV14-少儿,https://piccpndali.v.myalicdn.com/audio/cctv14_2.m3u8$IPV4『线路3』
CCTV14-少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8$IPV4『线路4』
CCTV14-少儿,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226591/index.m3u8$IPV4『线路5』
CCTV14-少儿,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225732/index.m3u8$IPV4『线路6』
CCTV14-少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8?$IPV4『线路7』
CCTV14-少儿,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225604/index.m3u8$IPV4『线路8』
CCTV14-少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226591/index.m3u8$IPV4『线路9』
CCTV14-少儿,http://pull-skycorp.speedws.com/live/pyRhADNsNRHYlBACWdbgXVyOiRupG30JAzROyRtO5gX5E4fZWJ7.flv$IPV4『线路10』
CCTV14-少儿,rtsp://103.251.96.71/PLTV/88888888/224/3221225783/10000100000000060000000000726027_0.smil?icpid=SSPID&amp;accounttype=1&amp;limitflux=-1&amp;limitdur=-1&amp;accountinfo=:20240213104135$IPV4『线路11』
CCTV14-少儿,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225732$IPV4『线路12』
CCTV14-少儿,https://www.freetv.top/migu/624878440.m3u8?migutoken=239edad94ac0bbff14f123c7f8996ed7639110bd6cf64ec8ba8cf85842224956d452ec8b683385cb27f8a7685224a03e3aa4d914b8fe33249da9df699351b105c795452d03f2be0a1f1e39adb0$IPV4『线路13』
CCTV14-少儿,https://smart.pendy.dpdns.org/Smart.php?id=cctv14$IPV4『线路14』
CCTV14-少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8$IPV4『线路15』
CCTV14-少儿,https://event.pull.hebtv.com/jishi/cp2.m3u8$IPV4『线路16』
CCTV14-少儿,https://piccpndali.v.myalicdn.com/audio/cctv14_2.m3u8$IPV4『线路17』
CCTV15-音乐,https://smart.pendy.dpdns.org/Smart.php?id=cctv15$IPV4『线路1』
CCTV15-音乐,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226476/index.m3u8$IPV4『线路2』
CCTV15-音乐,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8?$IPV4『线路3』
CCTV15-音乐,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225601/index.m3u8$IPV4『线路4』
CCTV15-音乐,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8$IPV4『线路5』
CCTV15-音乐,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8$IPV4『线路6』
CCTV15-音乐,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225641/index.m3u8$IPV4『线路7』
CCTV15-音乐,https://www.freetv.top/migu/673168223.m3u8?migutoken=4e8d5766579c6bef231494cabd07e5b49d965804790214280c9791e4c331fd90311cb62ea43d3a1899229bfa57be4afe5a567b32a6b78153fc9a9801e28a39435e078b48c211e71d6083519be4$IPV4『线路8』
CCTV15-音乐,https://smart.pendy.dpdns.org/Smart.php?id=cctv15$IPV4『线路9』
CCTV15-音乐,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227175/index.m3u8$IPV4『线路10』
CCTV15-音乐,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8$IPV4『线路11』
CCTV16-奥林匹克,https://piccpndali.v.myalicdn.com/audio/cctv16_2.m3u8$IPV4『线路1』
CCTV16-奥林匹克,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8?$IPV4『线路2』
CCTV16-奥林匹克,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$IPV4『线路3』
CCTV16-奥林匹克,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226100/index.m3u8$IPV4『线路4』
CCTV16-奥林匹克,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226100$IPV4『线路5』
CCTV16-奥林匹克,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$IPV4『线路6』
CCTV16-奥林匹克,https://piccpndali.v.myalicdn.com/audio/cctv16_2.m3u8$IPV4『线路7』
CCTV16-奥林匹克,http://lu.wqwqwq.sbs/itv/1000000006000233002.m3u8?cdn=ystenlive$IPV4『线路8』
CCTV17-农业农村,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225708/index.m3u8$IPV4『线路1』
CCTV17-农业农村,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225608/index.m3u8$IPV4『线路2』
CCTV17-农业农村,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8?$IPV4『线路3』
CCTV17-农业农村,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$IPV4『线路4』
CCTV17-农业农村,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225765/index.m3u8$IPV4『线路5』
CCTV17-农业农村,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225765$IPV4『线路6』
CCTV17-农业农村,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$IPV4『线路7』
CHC影迷电影,http://227w9f5104.zicp.fun:35455/mgtv/952383261.m3u8$IPV4『线路1』
CHC影迷电影,http://alist.xicp.fun:35455/mgtv/952383261.m3u8$IPV4『线路2』
CHC影迷电影,http://guyue0227.eicp.net:35455/mgtv/952383261.m3u8$IPV4『线路3』
CHC影迷电影,http://i.880824.xyz:35455/mgtv/952383261.m3u8$IPV4『线路4』
CHC影迷电影,http://jilin-02.tosunsoft.com:35455/mgtv/952383261.m3u8$IPV4『线路5』
CHC影迷电影,http://kakaphone.pgrm.cc:9257/mgtv/952383261.m3u8$IPV4『线路6』
CHC影迷电影,http://ychz.myds.me:35455/mgtv/952383261.m3u8$IPV4『线路7』
CHC影迷电影,http://yemingjkl.x3322.net:35455/mgtv/952383261.m3u8$IPV4『线路8』
CHC影迷电影,http://dassby.qqff.top:99/live/CHC高清/index.m3u8$IPV4『线路9』
CHC影迷电影,rtsp://115.153.247.80/PLTV/88888888/224/3221226990/86128784.smil$IPV4『线路10』
